chr	pos	N_20-N4	N_20-N2	N_20-N1	S_20-S1	S_20-S3	S_20-S4	S_20-S2
JXMV01064357.1	6018	0.79	0.61	1.00	0.91	0.86	0.91	1.00
JXMV01064357.1	7316	0.62	1.00	1.00	1.00	0.72	1.00	0.00
JXMV01064357.1	7334	1.00	1.00	1.00	1.00	0.72	1.00	0.00
JXMV01064357.1	7345	0.99	1.00	1.00	1.00	0.72	1.00	0.00
JXMV01064358.1	5875	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064358.1	5980	0.00	0.00	0.00	0.00	0.12	0.00	0.00
JXMV01064358.1	5987	0.00	0.00	0.00	0.02	0.00	0.00	0.00
JXMV01064358.1	5990	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064358.1	6003	0.00	0.00	0.00	0.00	0.00	0.10	0.00
JXMV01064380.1	103	0.44	0.04	0.06	0.10	0.03	0.18	0.00
JXMV01064380.1	151	0.25	0.02	0.07	0.09	0.03	0.21	0.00
JXMV01064380.1	152	0.80	0.83	0.82	0.98	0.89	0.87	0.69
JXMV01064381.1	2126	0.47	0.91	0.99	0.72	0.99	0.50	0.00
JXMV01064381.1	2147	0.40	0.95	0.98	0.82	0.97	0.82	1.00
JXMV01064381.1	2179	0.17	0.38	0.33	0.42	0.18	0.41	0.00
JXMV01064381.1	6338	0.00	0.02	0.02	0.04	0.16	0.00	0.00
JXMV01064381.1	7283	0.83	0.82	1.00	0.82	0.71	0.83	0.54
JXMV01064381.1	7300	0.77	0.76	1.00	0.87	0.67	0.84	0.53
JXMV01064385.1	5655	0.00	0.00	0.00	0.00	0.00	0.13	0.00
JXMV01064385.1	5678	0.00	0.00	0.01	0.00	0.13	0.00	0.00
JXMV01064385.1	5821	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064385.1	5828	0.00	0.00	0.01	0.00	0.00	0.00	0.00
JXMV01064385.1	5834	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064387.1	2049	0.86	1.00	0.92	0.82	0.77	0.89	1.00
JXMV01064387.1	2083	0.89	1.00	1.00	1.00	1.00	1.00	0.00
JXMV01064392.1	1227	0.92	0.00	0.97	0.02	0.84	0.17	0.97
JXMV01064403.1	3548	0.00	0.00	0.00	0.08	0.25	0.15	0.00
JXMV01064403.1	3587	0.00	0.00	0.00	0.00	0.00	0.09	0.00
JXMV01064403.1	3592	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064403.1	3596	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064403.1	3675	0.00	0.00	0.00	0.00	0.12	0.00	0.00
JXMV01064403.1	3681	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064403.1	3684	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064403.1	3693	0.00	0.01	0.00	0.00	0.00	0.00	0.00
JXMV01064403.1	3716	0.00	0.00	0.00	0.00	0.01	0.00	0.00
JXMV01064403.1	3725	0.00	0.00	0.00	0.00	0.00	0.08	0.00
JXMV01064403.1	3731	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064403.1	3741	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064403.1	3743	0.09	0.00	0.00	0.00	0.09	0.00	0.00
JXMV01064403.1	3747	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064403.1	3754	0.00	0.00	0.00	0.00	0.00	0.08	0.00
JXMV01064403.1	3758	0.10	0.10	1.00	0.14	0.12	0.00	0.00
JXMV01064412.1	9387	0.82	0.00	0.62	0.81	0.82	0.73	0.00
JXMV01064412.1	9453	0.39	0.00	0.54	0.08	0.40	0.18	0.00
JXMV01064417.1	3367	0.98	1.00	1.00	1.00	0.94	0.76	1.00
JXMV01064424.1	2973	0.74	0.71	0.01	0.83	0.94	0.63	0.00
JXMV01064429.1	2244	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064429.1	2248	0.01	0.01	0.00	0.03	0.02	0.00	0.00
JXMV01064449.1	58	0.57	0.75	0.00	0.84	0.08	0.69	0.00
JXMV01064449.1	74	0.50	0.75	1.00	0.66	0.06	0.64	0.00
JXMV01064456.1	1350	0.52	0.04	0.02	0.70	0.25	0.14	0.04
JXMV01064456.1	1405	0.79	0.01	0.84	0.99	0.43	0.43	1.00
JXMV01064456.1	1411	0.64	0.00	0.84	0.86	0.97	1.00	1.00
JXMV01064456.1	2210	0.97	0.97	1.00	1.00	0.98	0.96	0.00
JXMV01064460.1	46	0.85	0.85	0.72	0.54	0.16	0.78	0.97
JXMV01064460.1	53	0.88	0.85	0.00	0.43	0.19	0.66	0.97
JXMV01064460.1	56	0.34	0.83	0.52	0.58	0.23	0.66	0.95
JXMV01064469.1	105	0.96	0.73	0.81	0.96	0.98	0.81	1.00
JXMV01064469.1	114	0.71	0.97	0.81	0.85	0.75	0.85	1.00
JXMV01064469.1	125	0.89	0.96	1.00	0.83	0.97	0.94	1.00
JXMV01064469.1	151	0.78	0.93	1.00	0.76	0.80	0.66	0.18
JXMV01064487.1	4207	0.05	0.00	0.00	0.01	0.20	0.00	0.00
JXMV01064487.1	4285	0.21	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064487.1	4307	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064487.1	4310	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064487.1	4317	0.13	0.00	0.01	0.00	0.00	0.00	1.00
JXMV01064487.1	4321	0.01	0.00	0.00	0.00	0.00	0.00	0.97
JXMV01064487.1	4328	0.00	0.01	0.00	0.00	0.00	0.00	0.00
JXMV01064509.1	2415	0.96	0.44	0.33	0.80	0.99	1.00	1.00
JXMV01064509.1	2428	0.90	0.95	1.00	0.94	0.98	1.00	1.00
JXMV01064509.1	2450	0.85	0.53	0.99	0.69	0.70	0.88	0.12
JXMV01064509.1	3456	0.82	0.80	1.00	0.83	0.79	0.85	0.65
JXMV01064509.1	3473	0.81	0.73	1.00	0.84	0.75	0.84	0.67
JXMV01064511.1	4390	0.10	0.07	0.01	0.49	0.15	0.54	0.00
JXMV01064537.1	2868	0.77	1.00	0.01	0.15	0.42	0.00	1.00
JXMV01064546.1	1341	0.19	0.39	0.00	0.45	0.36	0.61	0.00
JXMV01064546.1	1374	0.73	0.62	1.00	0.75	0.91	0.85	0.00
JXMV01064573.1	1859	0.02	0.17	0.86	0.64	0.27	0.41	0.04
JXMV01064573.1	1926	0.59	1.00	0.99	0.99	0.80	1.00	0.50
JXMV01064574.1	2523	0.20	0.21	0.00	0.29	0.30	0.45	0.40
JXMV01064574.1	2571	0.96	1.00	0.94	1.00	1.00	0.92	1.00
JXMV01064587.1	251	0.84	0.71	1.00	0.83	0.76	0.94	1.00
JXMV01064587.1	290	0.82	0.96	1.00	0.94	0.92	1.00	1.00
JXMV01064593.1	3032	0.00	0.00	0.01	0.00	0.00	0.00	0.00
JXMV01064593.1	3480	0.00	0.19	0.00	0.00	0.00	0.00	0.00
JXMV01064593.1	3485	0.00	0.00	0.01	0.00	0.05	0.00	0.00
JXMV01064593.1	3488	0.00	0.00	0.01	0.42	0.00	0.00	0.00
JXMV01064593.1	3499	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064593.1	3506	0.00	0.00	0.01	0.00	0.00	0.00	0.00
JXMV01064593.1	3521	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064593.1	3639	0.37	0.32	0.00	0.00	0.00	0.00	0.00
JXMV01064593.1	3677	0.01	0.00	0.00	0.00	0.10	0.18	0.00
JXMV01064601.1	2626	0.10	0.41	0.33	0.37	0.11	0.39	0.14
JXMV01064601.1	2647	0.02	0.66	0.00	0.03	0.00	0.00	0.00
JXMV01064610.1	2075	0.72	0.12	0.57	0.58	0.71	0.79	0.00
JXMV01064613.1	3608	0.00	0.11	0.00	0.00	0.00	0.00	0.00
JXMV01064613.1	3619	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064613.1	3633	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064618.1	66	0.09	0.11	0.99	0.09	0.10	0.13	0.00
JXMV01064625.1	4683	0.37	0.58	0.07	0.79	0.50	0.60	0.00
JXMV01064632.1	3842	0.20	0.24	0.05	0.70	0.33	0.39	0.71
JXMV01064632.1	3890	0.22	0.35	0.02	0.50	0.03	0.01	0.05
JXMV01064648.1	1731	0.22	0.21	0.00	0.41	0.43	0.58	0.40
JXMV01064648.1	1779	1.00	1.00	0.89	1.00	1.00	1.00	1.00
JXMV01064659.1	1236	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064659.1	1287	0.00	0.23	0.00	0.19	0.00	0.00	0.00
JXMV01064659.1	1291	0.00	0.00	0.00	0.00	0.01	0.00	0.00
JXMV01064659.1	1297	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064659.1	1300	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064659.1	1305	0.00	0.20	0.00	0.00	0.00	0.00	0.00
JXMV01064659.1	1331	0.00	0.25	0.00	0.49	0.01	0.15	0.00
JXMV01064659.1	1381	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064659.1	1586	0.27	0.01	0.09	0.00	0.01	0.20	0.00
JXMV01064659.1	1596	0.00	0.00	0.00	0.00	0.00	0.09	0.00
JXMV01064659.1	1599	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064659.1	1602	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064659.1	1627	0.00	0.01	0.00	0.00	0.00	0.00	0.00
JXMV01064667.1	1693	0.24	0.28	0.00	0.35	0.47	0.37	0.00
JXMV01064667.1	1702	0.01	0.00	0.00	0.11	0.06	0.01	0.00
JXMV01064686.1	3530	0.27	0.67	0.79	0.70	0.62	0.86	1.00
JXMV01064686.1	3545	0.41	0.24	0.54	0.83	0.66	0.85	0.75
JXMV01064686.1	3558	0.37	0.62	0.41	0.93	0.87	0.97	1.00
JXMV01064690.1	2387	0.73	0.22	0.90	0.35	0.13	0.32	1.00
JXMV01064691.1	2268	0.04	0.11	0.07	0.09	0.21	0.12	0.09
JXMV01064705.1	4216	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064705.1	4232	0.07	0.02	0.00	0.00	0.00	0.09	0.00
JXMV01064705.1	4277	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064717.1	3611	0.55	0.00	1.00	0.56	1.00	0.37	0.00
JXMV01064722.1	40	0.91	1.00	1.00	0.77	1.00	0.99	1.00
JXMV01064725.1	3679	0.00	0.03	0.01	0.04	0.01	0.02	0.00
JXMV01064731.1	1831	0.18	0.04	0.04	0.14	0.27	0.61	0.57
JXMV01064735.1	7208	0.93	0.61	1.00	0.86	0.98	0.99	0.12
JXMV01064735.1	7230	0.90	0.93	1.00	0.90	0.98	1.00	1.00
JXMV01064735.1	7243	0.96	0.59	0.38	0.96	0.97	1.00	1.00
JXMV01064744.1	2043	0.91	1.00	0.99	0.71	0.95	0.54	1.00
JXMV01064744.1	2064	1.00	1.00	1.00	1.00	0.98	1.00	1.00
JXMV01064744.1	2184	0.94	0.10	1.00	0.78	0.83	0.96	0.01
JXMV01064769.1	4149	0.09	0.00	0.00	0.15	0.23	0.00	0.00
JXMV01064769.1	4150	0.00	0.00	0.21	0.00	0.73	0.03	0.00
JXMV01064769.1	4151	0.46	0.91	1.00	0.40	0.76	0.60	0.67
JXMV01064793.1	886	1.00	1.00	0.99	0.85	1.00	0.91	0.99
JXMV01064793.1	905	0.00	1.00	1.00	0.85	1.00	0.91	1.00
JXMV01064793.1	915	0.95	0.90	1.00	0.84	0.92	0.90	0.99
JXMV01064793.1	984	0.37	0.68	0.45	0.87	0.95	0.79	0.92
JXMV01064804.1	79	0.94	0.86	1.00	0.50	0.62	0.97	0.00
JXMV01064804.1	84	1.00	1.00	1.00	0.56	0.97	1.00	1.00
JXMV01064846.1	1572	0.00	0.32	0.00	0.00	0.00	0.00	1.00
JXMV01064846.1	1597	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064846.1	1618	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064846.1	1690	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064846.1	1702	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064846.1	1708	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064846.1	1772	0.00	0.00	0.00	0.00	0.00	0.00	0.01
JXMV01064846.1	1775	0.00	0.01	0.00	0.00	0.00	0.00	0.00
JXMV01064846.1	1791	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01064846.1	1795	0.00	0.00	0.00	0.31	0.00	0.00	0.01
JXMV01064873.1	106	0.69	0.85	0.56	0.83	0.68	0.95	0.00
JXMV01064873.1	128	0.56	0.34	0.56	0.79	0.67	0.90	0.00
JXMV01064885.1	109	0.00	0.00	0.20	0.49	0.49	0.00	0.00
JXMV01064885.1	130	0.92	0.73	1.00	1.00	0.55	0.98	0.53
JXMV01064892.1	6	0.23	0.17	0.08	0.72	0.48	0.38	0.00
JXMV01064892.1	22	0.63	0.74	0.94	0.92	0.96	0.90	0.00
JXMV01064892.1	1967	0.23	0.17	0.08	0.72	0.48	0.38	0.00
JXMV01064892.1	1983	0.72	0.74	0.95	0.88	0.95	0.90	0.00
JXMV01064913.1	2676	0.04	0.13	0.10	0.66	0.11	0.12	0.14
JXMV01064913.1	2825	0.87	0.83	1.00	0.75	0.92	0.95	0.00
JXMV01064913.1	2890	0.02	0.45	0.03	0.03	0.01	0.03	0.06
JXMV01064919.1	1582	0.00	0.02	0.00	0.00	0.00	0.13	0.00
JXMV01064943.1	2846	0.21	0.00	0.02	0.04	0.01	0.03	0.00
JXMV01064944.1	2106	1.00	0.44	1.00	0.74	0.96	1.00	1.00
JXMV01064944.1	2107	0.73	0.25	0.95	0.86	0.97	0.97	1.00
JXMV01064944.1	2161	0.72	0.50	1.00	0.74	0.79	0.90	0.18
JXMV01064944.1	2556	0.88	0.81	1.00	0.82	0.71	0.83	0.65
JXMV01064944.1	2573	0.74	0.75	1.00	0.88	0.67	0.84	0.65
JXMV01064947.1	40	0.97	0.69	0.81	0.94	0.97	0.87	1.00
JXMV01064947.1	49	0.75	0.96	0.81	0.82	0.65	0.87	1.00
JXMV01064947.1	57	0.22	0.03	0.00	0.09	0.16	0.06	0.00
JXMV01064947.1	60	0.91	0.96	1.00	0.80	0.88	0.93	1.00
JXMV01064947.1	86	0.87	0.90	1.00	0.71	0.76	0.68	0.18
JXMV01064949.1	42	0.21	0.06	0.02	0.04	0.01	0.04	0.03
JXMV01064994.1	12	0.12	0.02	0.02	0.67	0.08	0.00	0.02
JXMV01064994.1	60	0.55	0.00	0.00	0.62	0.47	0.19	1.00
JXMV01064994.1	67	1.00	0.02	0.00	1.00	0.72	0.46	1.00
JXMV01065015.1	2615	1.00	1.00	1.00	0.93	0.98	0.99	0.00
JXMV01065015.1	2646	1.00	1.00	1.00	0.79	1.00	0.74	0.00
JXMV01065015.1	2675	1.00	1.00	1.00	0.93	1.00	1.00	1.00
JXMV01065015.1	2690	1.00	1.00	1.00	1.00	1.00	1.00	1.00
JXMV01065031.1	21	0.07	0.07	0.21	0.08	0.46	0.44	0.00
JXMV01065031.1	51	0.02	0.10	0.20	0.07	0.45	0.06	0.00
JXMV01065031.1	66	0.16	0.07	0.22	0.08	0.36	0.44	0.00
JXMV01065031.1	178	0.10	0.01	0.00	0.00	0.10	0.00	0.99
JXMV01065031.1	181	0.00	0.07	0.00	0.00	0.00	0.04	0.99
JXMV01065031.1	184	0.00	0.00	0.00	0.00	0.00	0.00	0.98
JXMV01065031.1	186	0.00	0.00	0.00	0.00	0.00	0.30	0.98
JXMV01065031.1	195	0.00	0.00	0.00	0.00	0.00	0.00	0.01
JXMV01065060.1	4757	0.75	0.07	0.07	0.60	0.75	0.84	0.00
JXMV01065060.1	4772	0.78	0.04	0.11	0.71	0.83	0.92	0.00
JXMV01065060.1	4773	0.36	0.07	0.00	0.04	0.45	0.07	0.09
JXMV01065060.1	4788	0.41	0.13	0.14	0.12	0.47	0.11	0.00
JXMV01065077.1	761	0.00	0.00	0.00	0.00	0.02	0.00	0.00
JXMV01065077.1	762	0.06	0.09	0.00	0.01	0.15	0.10	0.07
JXMV01065091.1	1270	0.70	0.70	0.01	0.84	0.94	0.65	0.00
JXMV01065103.1	4514	0.82	0.98	1.00	0.86	0.92	1.00	1.00
JXMV01065103.1	4553	0.84	0.86	1.00	0.73	0.78	0.94	1.00
JXMV01065123.1	1406	0.44	0.20	0.01	0.00	0.00	0.02	0.00
JXMV01065123.1	1432	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065130.1	2343	0.27	0.07	0.08	0.70	0.64	0.44	0.00
JXMV01065135.1	1025	0.77	0.66	0.31	0.90	0.80	0.76	0.20
JXMV01065145.1	2492	0.91	1.00	0.79	0.95	0.88	0.62	1.00
JXMV01065145.1	2504	0.77	0.71	0.79	0.85	0.92	0.68	0.00
JXMV01065165.1	740	0.77	0.48	0.91	0.84	0.55	0.48	0.04
JXMV01065165.1	747	0.42	0.48	0.73	0.26	0.04	0.10	0.04
JXMV01065206.1	792	0.00	0.01	0.00	0.00	0.00	0.00	0.00
JXMV01065213.1	1314	0.03	0.16	0.00	0.00	0.25	0.14	0.77
JXMV01065220.1	2049	0.00	0.00	0.00	0.00	0.00	0.00	0.06
JXMV01065220.1	2050	0.01	0.00	0.00	0.00	0.01	0.00	0.00
JXMV01065220.1	2052	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065220.1	2053	0.00	0.00	0.00	0.00	0.00	0.01	0.00
JXMV01065220.1	2055	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065220.1	2056	0.12	0.00	0.00	0.00	0.11	0.00	0.00
JXMV01065220.1	2063	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065220.1	2064	0.00	0.00	0.01	0.00	0.00	0.00	0.00
JXMV01065220.1	2069	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065220.1	2070	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065220.1	2076	0.14	0.01	0.00	0.00	0.00	0.00	0.00
JXMV01065220.1	2126	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065220.1	2156	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065220.1	2163	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065220.1	2173	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065220.1	2179	0.08	0.00	0.01	0.00	0.00	0.29	0.00
JXMV01065220.1	2180	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065220.1	2202	0.00	0.00	0.01	0.00	0.00	0.00	0.00
JXMV01065220.1	2213	0.15	0.00	0.00	0.00	0.01	0.00	0.00
JXMV01065224.1	4782	0.81	0.68	0.73	0.92	0.66	0.62	0.01
JXMV01065224.1	4815	0.79	0.95	0.73	0.94	0.64	0.86	0.04
JXMV01065224.1	4821	0.84	0.51	0.88	0.29	0.69	0.61	0.98
JXMV01065226.1	42	0.96	0.22	0.67	0.15	0.90	0.61	0.00
JXMV01065254.1	54	0.91	0.81	0.97	0.62	0.66	0.78	0.13
JXMV01065273.1	222	0.39	0.38	0.00	0.00	0.31	0.00	0.00
JXMV01065273.1	237	0.56	0.43	0.00	0.37	0.31	0.21	0.00
JXMV01065273.1	243	0.39	0.00	0.00	0.38	0.66	0.00	0.00
JXMV01065273.1	246	0.02	0.01	0.00	0.20	0.01	0.00	0.00
JXMV01065304.1	5591	0.52	0.96	0.97	0.15	0.83	0.67	0.00
JXMV01065304.1	5606	0.10	0.00	0.00	0.00	0.16	0.26	0.00
JXMV01065304.1	5616	0.41	0.00	0.00	0.00	0.28	0.10	1.00
JXMV01065304.1	5625	0.13	0.00	0.00	0.01	0.16	0.22	0.00
JXMV01065306.1	1255	0.65	0.60	0.08	0.60	0.61	0.48	0.06
JXMV01065341.1	1827	0.82	0.45	0.10	0.55	0.57	0.74	1.00
JXMV01065341.1	1849	0.94	0.81	0.17	0.68	0.92	0.75	0.00
JXMV01065341.1	1875	0.92	0.80	0.00	0.84	0.92	0.79	1.00
JXMV01065380.1	35	0.00	0.00	0.00	0.00	0.09	0.00	0.00
JXMV01065380.1	41	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065387.1	684	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065387.1	1018	0.00	0.00	0.00	0.22	0.00	0.00	0.00
JXMV01065430.1	1722	0.35	0.14	0.08	0.79	0.64	0.86	0.00
JXMV01065437.1	143	0.03	0.01	0.00	0.25	0.30	0.24	0.04
JXMV01065455.1	875	0.43	0.37	0.06	0.35	0.06	0.27	0.12
JXMV01065455.1	1868	0.83	0.89	1.00	0.80	0.76	0.84	0.65
JXMV01065455.1	1885	0.83	0.86	1.00	0.85	0.73	0.85	0.67
JXMV01065483.1	1778	0.71	0.64	0.01	0.84	0.68	0.49	0.00
JXMV01065506.1	1126	0.86	0.96	0.48	0.85	0.68	0.98	1.00
JXMV01065506.1	1147	0.99	0.96	1.00	0.87	0.69	0.99	0.00
JXMV01065506.1	1309	0.97	0.49	0.92	0.91	0.59	0.95	0.82
JXMV01065506.1	1319	0.95	0.95	0.86	0.93	0.57	0.86	0.82
JXMV01065520.1	2302	0.05	0.00	0.10	0.03	0.04	0.20	0.00
JXMV01065520.1	2311	0.96	1.00	0.80	0.84	0.94	0.91	0.92
JXMV01065520.1	2331	0.90	0.94	0.78	0.61	0.52	0.76	0.92
JXMV01065520.1	2506	0.94	0.94	0.69	0.88	0.77	0.97	0.59
JXMV01065520.1	2537	0.76	0.88	0.82	0.65	0.71	0.69	0.53
JXMV01065536.1	174	1.00	1.00	0.95	1.00	0.99	1.00	1.00
JXMV01065540.1	1790	0.57	0.89	1.00	0.86	0.70	0.80	0.05
JXMV01065584.1	763	0.20	0.36	0.80	0.52	0.50	0.60	0.01
JXMV01065590.1	878	0.94	0.00	0.00	0.00	0.92	0.00	0.00
JXMV01065630.1	1342	0.52	0.45	0.00	0.88	0.40	0.45	0.00
JXMV01065630.1	1351	0.03	0.01	0.00	0.00	0.00	0.03	0.00
JXMV01065647.1	1716	0.35	0.83	1.00	0.76	0.40	0.82	0.00
JXMV01065647.1	1721	0.69	0.83	1.00	0.80	0.40	0.54	1.00
JXMV01065647.1	1727	0.62	0.83	1.00	0.98	0.90	0.55	1.00
JXMV01065650.1	1025	1.00	0.96	0.00	0.75	0.99	0.91	0.99
JXMV01065650.1	1035	1.00	1.00	1.00	0.67	1.00	0.77	1.00
JXMV01065650.1	1381	1.00	0.00	1.00	1.00	1.00	0.73	1.00
JXMV01065653.1	29	0.00	0.00	0.00	0.17	0.01	0.11	0.00
JXMV01065653.1	58	0.00	0.00	0.00	0.14	0.00	0.10	0.00
JXMV01065653.1	64	0.00	0.11	0.00	0.00	0.00	0.11	0.00
JXMV01065657.1	1560	0.96	0.98	0.98	0.88	0.94	0.97	1.00
JXMV01065657.1	1564	0.96	0.10	0.98	0.79	1.00	0.84	1.00
JXMV01065657.1	1566	0.55	1.00	0.98	0.74	0.13	0.64	0.80
JXMV01065657.1	1597	0.58	0.06	0.20	0.85	0.98	0.77	1.00
JXMV01065657.1	1599	0.96	0.06	0.97	0.73	0.57	0.68	0.80
JXMV01065664.1	981	0.02	0.00	0.00	0.00	0.08	0.00	0.00
JXMV01065673.1	748	0.20	0.21	0.20	0.43	0.25	0.28	0.14
JXMV01065684.1	536	0.00	0.12	0.01	0.31	0.00	0.00	0.00
JXMV01065684.1	596	0.00	0.03	0.00	0.12	0.00	0.00	0.00
JXMV01065684.1	1032	0.00	0.05	0.00	0.37	0.04	0.11	0.03
JXMV01065684.1	1087	0.60	0.05	0.00	0.02	0.00	0.00	0.00
JXMV01065710.1	1034	0.00	0.04	0.00	0.36	0.22	0.20	0.49
JXMV01065725.1	205	0.00	0.24	0.00	0.00	0.00	0.00	0.00
JXMV01065725.1	218	0.00	0.14	0.00	0.00	0.00	0.00	0.00
JXMV01065725.1	219	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065725.1	225	0.00	0.14	0.00	0.00	0.00	0.05	0.00
JXMV01065725.1	226	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065725.1	233	0.00	0.14	0.00	0.00	0.01	0.00	0.00
JXMV01065725.1	234	0.00	0.02	0.00	0.00	0.00	0.00	0.00
JXMV01065725.1	248	0.00	0.15	0.00	0.00	0.01	0.00	0.00
JXMV01065725.1	249	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065725.1	290	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065725.1	327	0.00	0.14	0.00	0.00	0.00	0.00	0.00
JXMV01065725.1	328	0.00	0.02	0.00	0.00	0.00	0.00	0.00
JXMV01065725.1	338	0.10	0.00	0.00	0.00	0.06	0.00	0.00
JXMV01065758.1	1045	0.23	0.30	0.05	0.31	0.35	0.53	0.26
JXMV01065758.1	1046	0.11	0.14	0.01	0.20	0.09	0.56	0.63
JXMV01065758.1	1198	0.11	0.14	0.01	0.22	0.09	0.54	0.63
JXMV01065783.1	2796	0.74	1.00	1.00	0.82	1.00	0.69	1.00
JXMV01065783.1	2799	0.82	1.00	1.00	1.00	1.00	0.71	1.00
JXMV01065783.1	2802	0.70	1.00	1.00	0.91	1.00	0.78	1.00
JXMV01065783.1	2823	0.63	0.95	0.99	0.76	1.00	0.71	0.50
JXMV01065783.1	2826	0.74	1.00	1.00	1.00	1.00	0.75	1.00
JXMV01065783.1	2829	0.70	1.00	1.00	0.91	0.55	0.81	1.00
JXMV01065783.1	2836	0.45	1.00	1.00	0.45	0.00	0.18	0.00
JXMV01065786.1	1363	1.00	1.00	1.00	1.00	1.00	0.60	1.00
JXMV01065786.1	1374	1.00	0.98	1.00	1.00	0.99	0.61	1.00
JXMV01065786.1	1383	1.00	1.00	1.00	1.00	0.88	1.00	1.00
JXMV01065786.1	1394	1.00	1.00	1.00	1.00	0.99	0.67	1.00
JXMV01065834.1	1012	0.09	0.00	0.00	0.00	0.10	0.00	0.00
JXMV01065834.1	1060	0.09	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065834.1	1180	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065834.1	1215	0.09	0.15	0.00	0.00	0.00	0.16	0.52
JXMV01065885.1	1046	1.00	1.00	0.99	1.00	1.00	1.00	1.00
JXMV01065885.1	1057	1.00	1.00	1.00	0.00	1.00	1.00	1.00
JXMV01065972.1	1140	0.31	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065972.1	1145	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065972.1	1168	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065972.1	1284	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01066011.1	554	0.80	0.67	0.99	0.83	0.91	0.82	0.20
JXMV01066011.1	558	0.48	0.36	0.79	0.78	0.76	0.86	1.00
JXMV01066011.1	564	0.79	0.63	0.99	0.95	0.91	0.81	1.00
JXMV01066011.1	569	0.39	0.66	1.00	0.75	0.69	0.79	1.00
JXMV01066011.1	587	0.61	0.89	1.00	0.97	0.96	0.85	0.90
JXMV01066033.1	55	0.33	0.26	0.27	0.16	0.14	0.56	0.00
JXMV01066033.1	111	0.05	0.00	0.03	0.21	0.04	0.05	0.00
JXMV01066046.1	859	0.89	0.80	1.00	0.82	0.70	0.79	0.19
JXMV01066046.1	876	0.74	0.48	1.00	0.81	0.57	0.78	0.81
