chr	pos	NO_20-N4	NO_20-N2	NO_20-N1	OC_OC-N5	OC_OC-N1	OC_OC-N2	OC_OC-N4
KN811392.1	863334	0.87	0.88	1.00	0.91	0.90	0.83	0.48
KN811392.1	863347	0.61	0.82	1.00	0.83	0.97	0.93	0.47
KN811392.1	863366	0.58	0.65	1.00	0.91	0.97	0.63	0.97
KN811392.1	1478193	0.89	0.62	0.47	0.60	0.63	0.20	0.99
KN811393.1	749080	0.82	0.52	0.76	0.68	0.93	0.92	0.73
KN811393.1	749082	0.65	0.43	0.67	0.74	0.89	0.86	0.67
KN811394.1	441783	0.31	0.24	0.56	0.66	0.49	0.56	0.52
KN811394.1	570840	0.18	0.58	0.33	0.17	0.85	0.90	0.47
KN811395.1	541608	0.46	0.18	0.12	0.74	0.81	0.80	0.27
KN811395.1	600635	0.61	0.83	1.00	1.00	0.98	0.87	0.98
KN811395.1	920682	0.91	1.00	0.91	0.83	0.76	0.97	0.95
KN811395.1	920688	0.89	0.93	0.70	0.73	0.73	0.85	0.92
KN811395.1	1619248	0.65	0.90	0.93	1.00	0.91	0.70	0.85
KN811396.1	947352	0.70	0.18	0.10	0.30	0.89	0.83	0.21
KN811396.1	1372927	0.66	0.53	0.84	0.96	0.40	0.54	0.89
KN811398.1	142762	0.81	0.83	0.84	0.90	0.80	0.43	0.68
KN811398.1	142783	0.97	0.92	1.00	0.97	0.88	0.90	0.79
KN811398.1	142835	0.77	0.80	0.73	0.97	0.79	0.64	0.83
KN811398.1	142838	0.82	0.83	0.83	1.00	0.73	0.69	0.86
KN811398.1	142851	0.76	0.83	0.83	0.97	0.80	0.88	0.93
KN811398.1	1611843	0.61	0.59	0.95	0.63	0.89	0.91	0.41
KN811398.1	1611883	0.97	0.57	0.95	1.00	0.97	0.83	0.78
KN811400.1	82516	0.58	0.50	0.89	0.50	0.72	0.46	0.71
KN811400.1	82566	0.90	0.62	0.88	0.83	0.78	0.90	0.78
KN811400.1	82598	0.85	0.62	0.94	1.00	0.71	0.90	0.96
KN811400.1	82600	0.92	0.81	1.00	0.83	0.79	1.00	0.92
KN811400.1	82605	0.92	0.69	0.83	1.00	0.70	0.90	0.92
KN811400.1	82611	0.98	0.86	0.92	0.80	0.68	0.91	0.48
KN811400.1	464527	0.29	0.26	1.00	0.20	0.46	0.38	0.35
KN811400.1	939772	0.80	0.38	0.17	0.44	0.91	0.54	0.68
KN811400.1	939786	0.76	0.96	0.10	0.44	0.93	0.80	0.83
KN811400.1	939807	0.78	1.00	1.00	0.81	0.97	0.94	0.83
KN811401.1	266620	0.90	0.70	1.00	0.93	0.40	0.88	0.88
KN811401.1	626823	0.65	0.97	0.79	0.83	0.74	0.76	0.78
KN811401.1	626855	0.95	0.97	0.75	0.79	0.80	0.83	0.85
KN811401.1	626857	0.93	0.90	0.68	0.13	0.87	0.84	0.93
KN811401.1	626862	0.90	0.93	0.81	0.11	0.86	0.87	0.88
KN811402.1	214776	0.98	0.58	1.00	0.77	0.92	0.97	0.85
KN811403.1	1425741	0.81	0.42	1.00	0.11	0.55	0.56	0.78
KN811404.1	723342	0.67	1.00	0.92	0.61	0.44	0.85	1.00
KN811406.1	392105	0.95	0.88	0.57	0.77	0.85	0.88	0.73
KN811406.1	464039	0.79	0.17	0.99	0.70	0.81	0.86	0.91
KN811406.1	464060	0.60	0.33	0.53	0.75	0.81	0.66	0.93
KN811406.1	464071	0.61	0.33	0.52	1.00	0.57	0.38	0.93
KN811406.1	1814525	0.93	0.76	0.60	0.91	0.73	0.91	0.96
KN811406.1	1843066	0.93	0.60	0.50	0.71	0.75	0.32	0.98
KN811406.1	1947974	0.68	0.78	1.00	1.00	0.99	0.97	0.98
KN811406.1	2238586	0.97	0.73	1.00	0.83	0.96	0.96	0.98
KN811406.1	2238596	1.00	1.00	1.00	1.00	1.00	0.99	0.99
KN811406.1	2238616	1.00	0.92	1.00	1.00	1.00	1.00	1.00
KN811407.1	1392164	0.91	0.90	0.79	0.88	0.99	0.24	0.78
KN811407.1	1392246	0.37	0.45	0.82	0.30	0.50	0.50	0.61
KN811407.1	1425336	0.57	0.91	1.00	1.00	0.98	0.90	0.98
KN811408.1	410603	0.89	0.64	0.47	0.60	0.38	0.31	0.97
KN811408.1	499955	0.65	0.57	1.00	0.88	0.97	0.88	1.00
KN811408.1	499974	0.62	0.79	1.00	0.83	1.00	0.88	0.62
KN811408.1	499987	0.54	0.93	1.00	0.88	0.91	0.94	0.69
KN811408.1	499994	0.58	0.93	1.00	0.71	0.97	0.94	0.92
KN811409.1	244226	0.48	0.54	0.72	0.53	0.50	0.65	0.60
KN811409.1	810680	0.56	0.20	0.47	0.31	0.43	0.40	0.17
KN811409.1	1591922	0.47	0.78	0.59	0.62	0.77	0.56	0.77
KN811409.1	1591928	0.62	0.72	0.49	0.42	0.85	0.70	0.76
KN811409.1	1591933	0.57	0.60	0.44	0.34	0.83	0.70	0.61
KN811410.1	830874	0.93	0.13	0.14	0.23	0.89	0.86	0.73
KN811411.1	1251879	0.98	0.82	1.00	0.70	0.96	0.87	0.97
KN811411.1	1251910	0.92	0.79	1.00	0.90	0.88	0.82	0.93
KN811412.1	63133	0.67	0.82	0.92	0.49	0.48	0.91	0.93
KN811412.1	63173	0.89	0.94	0.17	0.68	0.88	0.99	0.91
KN811412.1	208348	0.88	0.64	0.44	0.24	0.36	0.85	0.87
KN811412.1	1030723	0.86	0.88	1.00	0.41	0.95	0.93	0.61
KN811412.1	1030730	0.55	0.88	1.00	0.95	0.55	0.93	0.55
KN811412.1	1030743	0.87	0.81	1.00	0.49	0.98	0.87	0.92
KN811412.1	1030762	0.56	0.62	1.00	0.54	0.98	0.87	0.60
KN811412.1	1149536	0.56	0.11	0.79	0.16	0.10	0.19	0.77
KN811414.1	14947	0.96	0.45	0.92	0.60	1.00	0.92	0.98
KN811414.1	1136322	0.91	0.89	0.92	0.90	0.93	0.95	0.97
KN811414.1	1136325	0.85	0.89	0.76	0.81	0.91	0.94	0.96
KN811414.1	1136338	0.85	0.83	0.81	0.67	0.26	0.35	0.90
KN811414.1	1506024	0.84	1.00	0.77	0.39	0.73	0.94	0.97
KN811415.1	465842	0.64	0.24	1.00	0.95	0.70	0.88	0.64
KN811415.1	465859	0.53	0.25	0.94	0.23	0.71	0.63	0.53
KN811415.1	1503486	0.89	0.95	1.00	0.82	0.89	0.42	0.89
KN811415.1	1503489	0.87	0.95	1.00	0.82	0.89	0.83	0.87
KN811415.1	1503502	0.93	0.95	1.00	0.77	0.89	0.88	0.91
KN811417.1	575438	0.49	0.80	1.00	0.34	0.48	0.69	1.00
KN811417.1	739990	0.95	0.43	0.89	0.36	1.00	0.88	0.97
KN811417.1	739995	1.00	1.00	0.67	0.36	1.00	0.91	0.99
KN811417.1	739999	1.00	1.00	0.67	0.36	0.45	0.92	1.00
KN811417.1	1091659	0.75	0.83	1.00	1.00	0.99	0.95	0.98
KN811417.1	1409070	0.88	0.18	0.10	0.47	0.94	0.92	0.21
KN811417.1	1754144	0.26	0.60	1.00	0.17	0.67	0.41	0.23
KN811418.1	352787	0.69	0.93	0.96	0.98	0.62	0.69	0.79
KN811418.1	352795	0.75	0.96	0.96	0.19	0.74	0.91	0.77
KN811420.1	202609	0.70	1.00	0.44	0.89	0.94	0.32	0.99
KN811420.1	202852	0.58	1.00	0.98	0.56	0.55	0.93	0.69
KN811420.1	202897	0.34	0.83	0.47	0.24	0.41	0.43	0.51
KN811420.1	904140	1.00	1.00	1.00	1.00	0.69	0.99	0.74
KN811420.1	904162	1.00	0.92	1.00	1.00	0.40	0.98	0.39
KN811420.1	904172	1.00	1.00	1.00	1.00	0.61	0.97	0.41
KN811423.1	1436691	0.52	0.50	0.25	0.16	0.25	0.41	0.36
KN811423.1	1436693	0.13	0.16	0.25	0.16	0.25	0.41	0.15
KN811425.1	1141045	0.77	0.70	0.82	0.45	0.76	0.79	0.70
KN811426.1	938697	0.92	0.56	0.50	0.74	0.42	0.34	0.98
KN811426.1	1160561	0.92	0.38	1.00	0.88	0.67	0.69	0.86
KN811427.1	1113341	0.74	0.24	0.86	0.64	0.86	0.73	0.58
KN811427.1	1113343	0.76	0.92	0.86	0.76	0.36	0.84	0.81
KN811427.1	1113348	0.65	0.97	0.85	0.65	0.88	0.88	0.75
KN811427.1	1113354	0.90	0.92	0.70	0.56	0.93	0.90	0.98
KN811430.1	579113	0.85	1.00	0.92	1.00	0.53	1.00	1.00
KN811430.1	1282421	0.81	0.83	0.52	0.77	0.91	0.84	0.92
KN811433.1	167845	0.58	0.65	0.33	0.33	0.24	0.47	0.22
KN811433.1	1464464	0.88	0.88	1.00	0.67	0.93	0.78	0.82
KN811433.1	1464472	0.87	0.80	1.00	0.77	0.93	0.85	0.85
KN811433.1	1464480	0.90	0.93	0.89	1.00	0.57	0.88	0.90
KN811433.1	1464522	0.95	0.86	0.89	0.83	0.92	0.85	0.89
KN811433.1	1464529	0.59	0.81	0.86	0.83	0.86	0.85	0.81
KN811434.1	918345	0.94	0.45	1.00	0.11	0.55	0.56	0.78
KN811436.1	9658	0.76	1.00	0.37	0.54	1.00	0.98	0.92
KN811436.1	9665	0.76	1.00	0.74	1.00	0.49	0.91	0.92
KN811436.1	9670	0.72	1.00	0.74	1.00	1.00	0.98	0.92
KN811436.1	930382	0.16	0.12	0.14	0.20	0.19	0.82	0.33
KN811436.1	930404	0.30	0.38	0.22	1.00	0.47	0.92	0.23
KN811436.1	930415	1.00	0.77	0.22	1.00	0.59	0.92	0.46
KN811436.1	944063	0.66	0.48	1.00	0.80	0.83	0.90	1.00
KN811439.1	241639	0.85	0.88	0.50	0.60	0.85	0.90	0.70
KN811439.1	286667	0.33	0.82	1.00	0.96	0.32	0.66	1.00
KN811439.1	304939	0.94	0.13	0.57	0.67	0.57	0.49	0.97
KN811439.1	368866	0.97	0.12	0.57	0.72	0.56	0.71	0.68
KN811439.1	992267	1.00	0.70	0.94	0.43	0.98	0.97	1.00
KN811439.1	1052883	0.95	0.41	0.82	0.90	0.64	0.98	0.95
KN811439.1	1052888	0.95	0.34	0.88	1.00	0.73	0.64	0.56
KN811439.1	1052890	0.92	0.92	0.82	0.82	0.82	0.58	0.49
KN811440.1	825038	0.85	0.64	0.91	0.50	0.92	0.90	0.73
KN811440.1	825070	0.83	0.73	1.00	0.79	0.73	0.90	0.90
KN811440.1	825072	0.85	1.00	1.00	1.00	0.81	0.93	0.86
KN811440.1	825077	0.96	0.73	0.77	0.93	0.80	1.00	0.92
KN811440.1	825083	0.94	1.00	1.00	0.79	0.96	1.00	0.95
KN811441.1	344350	0.76	0.81	0.67	0.36	0.85	0.91	0.80
KN811441.1	344436	1.00	0.76	0.90	0.91	0.86	0.78	0.73
KN811441.1	344468	0.94	0.82	0.90	0.94	0.83	0.91	0.80
KN811441.1	344470	1.00	0.88	0.90	1.00	0.97	0.91	0.71
KN811441.1	344475	0.88	0.88	0.75	0.94	0.83	1.00	0.73
KN811441.1	344481	1.00	0.82	0.90	0.94	1.00	0.91	0.80
KN811443.1	280888	0.97	0.94	0.66	0.79	0.82	0.85	0.94
KN811443.1	553127	0.45	0.85	0.41	0.38	0.27	0.56	0.35
KN811445.1	161899	0.48	0.88	0.33	0.51	0.25	0.46	0.32
KN811445.1	162262	0.48	0.85	0.33	0.51	0.25	0.46	0.31
KN811445.1	1144581	0.49	0.52	0.73	0.50	0.54	0.82	0.61
KN811446.1	21772	0.38	0.89	0.56	0.82	0.54	0.57	0.43
KN811446.1	1165366	0.53	0.30	0.51	0.72	0.74	0.82	0.78
KN811446.1	1165376	0.91	0.20	0.72	0.76	0.76	0.86	0.77
KN811447.1	825383	0.95	0.23	1.00	1.00	1.00	1.00	1.00
KN811447.1	2740310	0.93	0.99	1.00	0.99	1.00	1.00	1.00
KN811447.1	3502528	0.48	0.54	0.72	0.53	0.50	0.65	0.60
KN811447.1	4263368	0.81	1.00	0.99	0.91	0.80	0.95	0.58
KN811448.1	1758959	0.63	0.93	1.00	0.67	0.94	0.92	0.94
KN811448.1	1758966	0.52	0.86	1.00	0.90	0.91	0.92	0.75
KN811448.1	1758979	0.67	0.79	1.00	0.81	1.00	1.00	0.69
KN811448.1	1758998	0.62	0.56	1.00	0.90	0.97	0.85	0.94
KN811449.1	471514	0.97	0.12	0.57	0.38	0.56	0.59	0.44
KN811449.1	914762	0.18	0.14	0.15	0.26	0.14	0.12	0.15
KN811450.1	1335148	0.70	0.98	0.94	0.44	0.95	0.88	0.97
KN811450.1	1517515	0.43	0.47	0.80	0.27	0.63	0.51	0.51
KN811453.1	404386	0.82	0.31	0.73	0.46	0.42	0.71	0.48
KN811453.1	404389	0.82	0.36	0.80	0.45	0.68	0.93	0.55
KN811453.1	404393	0.74	0.27	0.60	0.45	0.59	0.86	0.60
KN811454.1	333202	0.83	0.20	0.61	0.30	0.35	0.66	0.87
KN811454.1	333232	0.94	0.73	0.44	0.65	0.73	0.27	0.92
KN811454.1	488576	0.92	0.18	0.14	0.23	0.14	0.38	0.86
KN811454.1	502347	1.00	0.86	1.00	0.97	0.10	0.96	1.00
KN811456.1	194084	0.79	1.00	0.97	0.81	0.80	0.95	0.58
KN811457.1	613873	1.00	1.00	1.00	0.90	0.96	1.00	0.92
KN811457.1	613878	0.87	0.92	0.87	0.82	0.93	0.93	0.75
KN811458.1	36515	0.90	0.70	0.89	0.53	0.93	0.82	0.84
KN811458.1	36522	0.93	0.90	1.00	0.43	0.93	0.94	0.99
KN811458.1	36545	0.94	0.64	0.60	0.73	0.63	0.79	0.88
KN811458.1	36557	0.91	0.86	0.93	0.73	0.82	0.89	0.72
KN811458.1	36564	0.88	0.95	0.92	0.53	0.97	0.89	0.98
KN811458.1	36572	0.96	0.90	0.89	0.50	0.81	0.92	0.92
KN811458.1	36580	0.92	0.75	0.95	0.44	0.84	0.94	0.91
KN811459.1	407724	0.57	0.83	1.00	1.00	0.98	0.90	0.98
KN811461.1	741020	0.69	0.99	1.00	0.96	0.49	0.97	0.96
KN811461.1	741027	0.97	0.99	1.00	0.96	1.00	1.00	1.00
KN811461.1	741029	0.86	0.99	1.00	0.96	0.97	0.98	1.00
KN811461.1	741056	0.91	0.97	1.00	0.96	0.98	0.98	1.00
KN811461.1	1201752	0.96	1.00	1.00	1.00	0.97	1.00	0.92
KN811461.1	1211027	0.42	0.25	1.00	0.37	1.00	0.78	0.97
KN811461.1	1211040	0.38	0.55	0.68	0.50	1.00	0.53	0.76
KN811461.1	1270109	0.57	0.83	1.00	1.00	0.98	0.90	0.98
KN811463.1	353592	0.63	0.12	0.48	0.43	0.77	0.70	0.66
KN811464.1	893531	0.96	1.00	1.00	0.89	1.00	0.84	1.00
KN811464.1	893548	0.96	0.96	1.00	0.80	0.90	0.97	0.93
KN811464.1	1179062	0.19	0.61	0.45	0.62	0.72	0.70	0.78
KN811466.1	1204051	0.88	0.68	0.14	0.30	0.84	0.48	0.29
KN811467.1	1035413	0.95	0.71	0.68	0.70	0.90	0.80	0.80
KN811468.1	600997	0.62	0.83	0.83	0.68	0.52	0.81	0.77
KN811468.1	601010	0.84	0.89	0.75	0.84	0.83	0.90	0.94
KN811468.1	601013	0.90	0.89	0.92	0.95	0.89	0.93	0.94
KN811469.1	757744	0.62	0.73	1.00	0.74	0.80	0.99	0.79
KN811469.1	1151169	0.84	0.71	0.81	0.91	0.83	0.67	0.92
KN811469.1	1151181	0.95	1.00	0.77	0.82	0.88	0.85	0.89
KN811470.1	237140	0.75	0.78	1.00	1.00	0.99	0.98	0.98
KN811470.1	561003	0.77	0.73	0.46	0.64	0.75	0.84	0.69
KN811470.1	561631	0.97	0.64	0.91	0.89	0.90	0.87	1.00
KN811471.1	850911	0.89	0.80	0.83	0.66	0.67	0.97	0.90
KN811471.1	850941	0.71	0.50	0.21	0.11	0.41	0.35	0.73
KN811472.1	85206	0.95	0.88	0.88	0.96	0.87	1.00	0.86
KN811472.1	85214	0.92	0.81	0.75	0.97	0.87	0.97	0.85
KN811475.1	474621	0.64	0.36	0.62	0.77	0.90	0.87	0.67
KN811475.1	474623	0.81	0.50	0.74	0.78	0.93	0.93	0.73
KN811475.1	513963	0.70	0.62	0.85	0.59	0.89	0.97	0.78
KN811476.1	1125584	0.44	0.97	0.42	1.00	0.45	0.91	0.37
KN811476.1	1125586	0.94	0.99	1.00	0.97	0.70	0.91	0.96
KN811476.1	1125591	0.99	0.97	1.00	0.97	0.57	0.93	0.89
KN811478.1	768562	0.49	0.15	0.53	0.32	0.27	0.33	0.61
KN811482.1	1140584	0.88	0.80	0.94	1.00	0.87	0.73	0.69
KN811483.1	51750	0.64	0.81	1.00	0.72	0.39	0.93	0.94
KN811483.1	51757	0.54	0.81	1.00	0.84	0.36	0.93	0.75
KN811483.1	51770	0.68	0.75	1.00	0.84	0.40	0.87	0.69
KN811483.1	51789	0.59	0.62	1.00	0.84	0.56	0.81	0.79
KN811483.1	696866	0.95	0.14	0.59	0.72	0.56	0.70	0.63
KN811485.1	159597	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811485.1	542678	0.13	0.16	0.30	0.67	0.64	0.73	0.18
KN811486.1	13055	0.74	0.85	0.72	0.53	0.78	0.74	0.80
KN811486.1	13065	0.68	0.83	0.52	0.53	0.76	0.65	0.80
KN811486.1	1076532	0.70	1.00	0.91	1.00	0.57	0.86	0.90
KN811487.1	75233	0.63	0.42	0.24	0.65	0.54	0.49	0.61
KN811487.1	75257	0.74	0.64	0.53	0.74	0.85	0.89	0.75
KN811487.1	126464	0.84	0.64	0.92	0.62	0.67	0.73	0.72
KN811488.1	156375	0.83	0.64	0.83	0.40	0.64	0.76	0.83
KN811489.1	712346	0.33	1.00	1.00	1.00	0.96	0.23	0.85
KN811489.1	712374	0.74	1.00	1.00	0.50	0.96	0.78	0.96
KN811489.1	767428	0.62	0.94	0.95	0.99	0.93	0.67	0.53
KN811489.1	767468	0.98	0.94	0.95	1.00	0.95	1.00	0.71
KN811490.1	933735	0.66	0.80	0.60	0.52	0.50	0.53	0.81
KN811490.1	933758	0.71	0.69	1.00	0.35	0.48	0.56	0.71
KN811490.1	933843	0.66	0.80	0.60	0.52	0.50	0.53	0.81
KN811490.1	933854	0.71	0.75	0.82	0.56	0.45	0.55	0.79
KN811490.1	933866	0.71	0.69	1.00	0.70	0.48	0.56	0.71
KN811490.1	933872	0.67	0.69	0.57	0.56	0.43	0.68	0.89
KN811492.1	607265	0.93	0.31	0.53	0.67	0.62	0.38	0.97
KN811492.1	607294	0.79	0.18	0.14	0.21	0.45	0.70	0.60
KN811492.1	607295	0.62	0.12	0.63	0.55	0.55	0.71	0.53
KN811492.1	1162546	0.88	1.00	1.00	1.00	1.00	1.00	1.00
KN811494.1	1813992	0.75	0.91	1.00	1.00	0.99	0.96	0.98
KN811494.1	3442319	0.75	0.83	1.00	1.00	0.99	0.90	0.98
KN811494.1	3651190	0.53	0.78	1.00	1.00	0.98	0.96	0.98
KN811494.1	3815844	0.57	0.83	1.00	1.00	0.99	0.93	0.98
KN811496.1	580007	0.27	0.29	0.21	0.29	0.20	0.41	0.11
KN811499.1	685354	0.75	0.78	1.00	1.00	0.99	0.99	0.98
KN811499.1	1106436	0.53	0.78	1.00	1.00	0.98	0.96	0.98
KN811500.1	938079	0.48	0.19	0.39	0.20	0.36	0.66	0.68
KN811500.1	938091	0.42	0.27	0.26	0.30	0.42	0.72	0.56
KN811502.1	18779	0.94	0.87	0.94	0.91	0.95	0.93	0.94
KN811502.1	19247	0.89	0.64	0.47	0.56	0.48	0.21	0.95
KN811503.1	433240	0.59	0.65	0.42	0.30	0.37	0.64	0.56
KN811503.1	651357	0.50	0.67	0.78	0.40	0.69	0.74	0.61
KN811503.1	653187	0.86	0.71	0.38	0.97	0.76	0.96	1.00
KN811504.1	192260	0.93	0.97	0.73	0.82	1.00	1.00	0.87
KN811504.1	1054988	0.53	0.78	1.00	1.00	0.98	0.96	0.98
KN811505.1	43013	0.78	0.58	0.92	0.74	0.65	0.33	0.79
KN811505.1	556084	0.47	0.31	0.90	0.95	0.53	0.66	0.67
KN811508.1	567667	0.85	0.85	0.70	0.14	1.00	0.84	0.48
KN811510.1	231873	0.50	1.00	0.18	0.33	0.32	0.74	0.88
KN811510.1	1060640	0.70	0.18	0.10	0.42	0.89	0.82	0.21
KN811510.1	1107999	0.87	0.74	0.93	1.00	0.90	0.87	0.86
KN811510.1	1108009	0.86	0.74	0.96	1.00	0.91	0.96	0.90
KN811510.1	1108029	0.89	0.96	0.89	1.00	0.97	0.89	0.76
KN811513.1	1086482	0.40	0.87	1.00	0.85	0.92	0.75	0.93
KN811513.1	1086487	0.69	0.60	0.45	0.69	1.00	0.94	0.93
KN811513.1	1086489	0.86	0.87	1.00	0.92	0.92	0.81	0.93
KN811514.1	468978	0.98	0.50	1.00	0.26	0.78	0.60	0.80
KN811515.1	328298	0.30	0.27	0.32	0.57	0.18	0.11	0.25
KN811516.1	140139	0.89	0.63	0.88	0.82	0.37	0.90	0.50
KN811520.1	123668	0.53	0.78	1.00	1.00	0.98	0.96	0.98
KN811522.1	289211	0.25	0.17	0.20	0.29	0.15	0.33	0.30
KN811524.1	621292	0.73	0.67	0.61	0.52	0.57	0.77	0.91
KN811524.1	621322	0.90	0.87	0.50	0.65	0.65	0.33	0.94
KN811524.1	714657	0.50	0.84	0.92	0.65	0.44	0.90	0.56
KN811524.1	714662	0.53	0.63	0.75	0.18	0.45	1.00	0.94
KN811524.1	714664	0.85	0.84	0.84	0.21	0.97	0.93	0.56
KN811524.1	714730	0.94	0.44	1.00	0.12	0.41	0.91	0.58
KN811525.1	226393	0.84	0.86	0.81	0.71	0.75	0.94	0.79
KN811525.1	734557	0.63	0.87	1.00	0.70	0.94	0.93	0.94
KN811525.1	734564	0.52	0.87	1.00	0.91	0.89	0.93	0.75
KN811525.1	734577	0.67	0.80	1.00	0.83	0.97	0.87	0.69
KN811525.1	734596	0.62	0.67	1.00	0.91	0.97	0.87	0.94
KN811526.1	520560	0.96	1.00	1.00	0.72	0.61	1.00	0.94
KN811526.1	520571	0.96	0.92	1.00	0.73	0.63	0.90	0.86
KN811526.1	520587	0.58	1.00	1.00	0.81	0.74	0.43	0.95
KN811526.1	741904	0.62	1.00	0.75	0.92	0.81	0.92	0.45
KN811528.1	871003	0.17	0.28	0.17	0.33	0.10	0.39	0.36
KN811528.1	1084339	0.38	0.91	1.00	1.00	0.33	0.98	0.69
KN811528.1	1127197	0.52	0.77	0.95	1.00	0.98	0.99	0.96
KN811528.1	1127221	0.89	1.00	0.95	0.88	0.85	0.28	0.98
KN811528.1	1173733	0.94	1.00	1.00	0.95	0.82	0.70	0.97
KN811528.1	1173751	1.00	0.15	0.90	1.00	1.00	0.91	0.91
KN811528.1	1173756	1.00	0.11	1.00	1.00	0.94	0.88	0.93
KN811528.1	1173762	1.00	1.00	1.00	1.00	1.00	0.88	0.94
KN811528.1	1173766	1.00	1.00	1.00	1.00	1.00	0.91	0.96
KN811529.1	220820	0.92	0.94	1.00	1.00	0.91	0.93	0.96
KN811529.1	955093	0.96	0.70	0.94	1.00	0.96	1.00	0.97
KN811530.1	242880	0.71	0.85	0.92	0.80	0.80	0.93	0.85
KN811530.1	242885	0.73	0.77	0.87	0.80	0.78	0.80	0.89
KN811530.1	242969	0.78	0.85	0.68	0.60	0.61	0.86	0.87
KN811530.1	242984	0.72	0.62	0.68	0.96	0.54	0.79	0.83
KN811530.1	243310	1.00	1.00	1.00	0.74	0.25	0.54	0.83
KN811533.1	423606	0.98	0.12	0.57	0.35	0.56	0.51	0.68
KN811539.1	686918	0.43	0.43	0.19	0.71	0.58	0.64	0.19
KN811540.1	383011	0.53	0.27	0.24	0.74	0.34	0.48	0.48
KN811540.1	383018	0.39	0.16	0.57	0.69	0.13	0.47	0.42
KN811541.1	221257	0.86	1.00	0.98	0.59	0.88	0.89	0.84
KN811544.1	886587	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811545.1	81894	0.88	0.40	0.94	0.90	0.83	0.67	0.77
KN811545.1	113482	0.82	0.24	0.85	0.41	0.97	0.29	0.96
KN811545.1	113492	0.87	1.00	0.85	0.97	0.97	0.93	0.98
KN811545.1	670344	0.63	0.87	1.00	0.70	0.94	0.93	0.94
KN811545.1	670351	0.52	0.87	1.00	0.91	0.89	0.93	0.75
KN811545.1	670364	0.67	0.80	1.00	0.83	0.97	0.87	0.69
KN811545.1	670383	0.62	0.67	1.00	0.91	0.97	0.81	0.88
KN811547.1	805569	0.85	0.47	0.91	0.63	0.88	0.56	0.94
KN811547.1	805580	0.61	0.40	0.60	0.50	0.85	0.37	0.96
KN811547.1	879846	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811547.1	1621929	0.73	0.59	0.52	0.68	0.57	0.76	0.39
KN811548.1	203775	1.00	0.97	0.86	1.00	0.99	0.72	1.00
KN811551.1	340778	0.93	0.99	0.20	0.64	0.38	0.76	0.90
KN811551.1	340807	0.88	0.64	0.47	0.57	0.60	0.33	0.98
KN811554.1	95040	0.75	0.91	1.00	1.00	0.99	0.96	0.98
KN811557.1	432680	0.83	1.00	1.00	1.00	0.32	0.37	0.30
KN811558.1	316374	0.85	0.93	0.70	0.73	0.62	0.84	0.90
KN811558.1	807108	0.82	0.83	0.60	0.46	0.72	0.89	0.71
KN811559.1	491558	1.00	1.00	0.83	0.61	0.95	1.00	1.00
KN811559.1	520490	0.86	0.84	0.32	1.00	0.88	0.55	0.74
KN811561.1	256612	0.56	0.62	0.54	0.55	0.54	0.56	0.65
KN811561.1	823392	0.98	0.12	0.57	0.35	0.56	0.51	0.68
KN811565.1	47431	1.00	0.62	0.94	0.44	0.96	0.91	1.00
KN811567.1	519196	0.98	0.15	0.50	0.83	0.96	0.58	0.98
KN811567.1	560311	0.75	0.71	0.98	0.53	0.90	0.86	0.60
KN811567.1	560331	0.92	0.81	0.98	0.73	0.94	0.89	0.61
KN811570.1	243316	0.63	0.87	1.00	0.70	0.94	0.93	0.94
KN811570.1	243323	0.52	0.87	1.00	0.91	0.89	0.93	0.75
KN811570.1	243336	0.67	0.80	1.00	0.83	0.97	0.87	0.69
KN811570.1	243355	0.62	0.67	1.00	0.91	0.97	0.87	0.94
KN811570.1	893021	0.65	0.57	1.00	0.94	0.97	0.88	1.00
KN811570.1	893040	0.62	0.79	1.00	0.92	1.00	0.88	0.62
KN811570.1	893053	0.54	0.93	1.00	0.94	0.92	0.94	0.69
KN811570.1	893060	0.58	0.93	1.00	0.90	0.97	0.94	0.92
KN811571.1	391679	0.80	0.87	1.00	0.70	0.94	0.93	0.94
KN811571.1	391686	0.29	0.87	1.00	0.91	0.89	0.93	0.75
KN811571.1	391699	0.82	0.80	1.00	0.83	0.97	0.87	0.69
KN811571.1	391718	0.33	0.67	1.00	0.91	0.97	0.87	0.94
KN811572.1	40588	0.84	0.90	0.95	0.98	0.79	0.84	0.88
KN811572.1	40601	0.84	1.00	0.96	0.96	0.70	0.89	0.74
KN811572.1	40604	0.81	0.80	0.92	0.94	0.88	0.92	0.83
KN811572.1	52618	0.62	0.63	0.42	0.30	0.40	0.63	0.56
KN811572.1	370769	0.91	0.93	1.00	0.95	0.91	0.91	0.92
KN811572.1	482894	0.65	0.86	0.33	0.36	0.63	0.56	0.85
KN811572.1	877944	0.25	0.38	0.23	0.50	0.80	0.48	0.85
KN811572.1	878143	1.00	0.92	1.00	0.95	0.96	0.75	0.54
KN811572.1	878151	0.93	1.00	0.94	0.85	0.98	0.33	0.60
KN811572.1	878182	0.94	0.68	0.98	0.41	0.74	0.45	0.78
KN811572.1	878203	0.77	0.58	0.90	0.29	0.59	0.50	0.53
KN811572.1	925463	0.75	0.90	0.72	0.50	0.78	0.86	0.88
KN811572.1	925473	0.69	0.81	0.52	0.57	0.75	0.65	0.89
