chr	pos	N_20-N4	N_5-N1	N_5-N2	N_20-N2	N_5-N3	N_20-N1	N_OC-N5	N_OC-N1	N_OC-N2	N_OC-N4	S_20-S1	S_20-S3	S_20-S4	S_5-S3	S_5-S4	S_5-S2	S_20-S2	S_5-S1	S_OC-S1	S_OC-S2	S_OC-S3	S_OC-S5
JXMV01065455.1	1868	0.83	0.87	0.81	0.89	0.75	1.00	0.91	0.84	0.67	0.95	0.80	0.76	0.84	0.96	0.80	0.84	0.65	0.79	0.92	1.00	0.83	0.56
JXMV01065455.1	1885	0.83	0.87	0.75	0.86	0.71	1.00	0.58	0.90	0.66	0.88	0.85	0.73	0.85	0.98	0.72	0.93	0.67	1.00	0.87	1.00	0.91	1.00
JXMV01065506.1	1309	0.97	0.86	0.94	0.49	0.94	0.92	0.90	0.92	0.79	0.92	0.91	0.59	0.95	0.91	0.83	0.67	0.82	0.99	0.93	0.91	0.71	0.92
JXMV01065506.1	1319	0.95	0.73	0.79	0.95	0.92	0.86	0.90	0.88	0.76	0.92	0.93	0.57	0.86	0.88	0.85	0.87	0.82	0.98	0.80	0.90	0.69	0.77
JXMV01065536.1	174	1.00	0.80	1.00	1.00	1.00	0.95	1.00	0.83	1.00	1.00	1.00	0.99	1.00	0.89	0.98	1.00	1.00	1.00	1.00	1.00	0.95	0.07
JXMV01065540.1	1790	0.57	0.88	0.84	0.89	0.67	1.00	0.76	0.91	0.47	0.66	0.86	0.70	0.80	0.78	0.85	0.67	0.05	0.50	0.86	0.56	0.65	1.00
JXMV01065653.1	29	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.01	0.05	0.00	0.17	0.01	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.01	0.00
JXMV01065653.1	58	0.00	0.24	0.18	0.00	0.00	0.00	0.00	0.29	0.00	0.28	0.14	0.00	0.10	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
JXMV01065653.1	64	0.00	0.24	0.11	0.11	0.10	0.00	0.00	0.31	0.12	0.28	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.02	0.12	0.01	0.10
JXMV01065657.1	1560	0.96	1.00	0.99	0.98	0.87	0.98	1.00	0.43	0.93	0.11	0.88	0.94	0.97	0.81	0.97	0.09	1.00	0.22	1.00	0.14	0.90	0.02
JXMV01065657.1	1564	0.96	0.96	1.00	0.10	0.99	0.98	1.00	0.94	0.60	0.96	0.79	1.00	0.84	0.80	0.98	0.09	1.00	0.18	0.43	0.14	0.68	1.00
JXMV01065657.1	1566	0.55	0.71	0.62	1.00	0.61	0.98	1.00	0.94	0.60	0.11	0.74	0.13	0.64	0.09	0.46	0.70	0.80	0.23	0.97	0.58	0.38	0.04
JXMV01065657.1	1597	0.58	0.58	0.72	0.06	0.53	0.20	1.00	0.09	0.27	0.96	0.85	0.98	0.77	0.78	0.90	0.02	1.00	0.10	0.93	0.14	0.53	0.00
JXMV01065657.1	1599	0.96	0.70	0.63	0.06	0.60	0.97	1.00	0.94	0.99	0.98	0.73	0.57	0.68	0.13	0.72	0.70	0.80	0.23	0.77	0.44	0.58	1.00
JXMV01065684.1	1032	0.00	0.00	0.06	0.05	0.06	0.00	0.00	0.15	0.09	0.04	0.37	0.04	0.11	0.14	0.00	0.00	0.03	0.19	0.09	0.76	0.07	0.09
JXMV01065725.1	219	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.08	0.00	0.01	0.00	0.00	0.00	0.00	0.05	0.00
JXMV01065725.1	226	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.03	0.00
JXMV01065725.1	234	0.00	0.07	0.00	0.02	0.01	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
JXMV01065725.1	249	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.01	0.00	0.03	0.00
JXMV01065725.1	290	0.00	0.08	0.00	0.00	0.01	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
JXMV01065725.1	328	0.00	0.01	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01065725.1	338	0.10	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.46
JXMV01065758.1	1045	0.23	0.15	0.11	0.30	0.33	0.05	0.01	0.53	0.00	0.01	0.31	0.35	0.53	0.17	0.51	0.13	0.26	0.29	0.15	0.00	0.04	0.04
JXMV01065758.1	1046	0.11	0.41	0.07	0.14	0.06	0.01	0.01	0.08	0.07	0.09	0.20	0.09	0.56	0.03	0.35	0.24	0.63	0.05	0.22	0.02	0.34	0.01
JXMV01065758.1	1198	0.11	0.39	0.07	0.14	0.05	0.01	0.01	0.07	0.07	0.07	0.22	0.09	0.54	0.04	0.36	0.25	0.63	0.04	0.21	0.02	0.35	0.03
JXMV01065834.1	1180	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01066011.1	554	0.80	1.00	0.99	0.67	0.98	0.99	0.96	0.90	0.98	0.95	0.83	0.91	0.82	0.98	0.99	0.92	0.20	0.96	0.87	0.97	0.71	0.94
JXMV01066011.1	558	0.48	0.64	0.74	0.36	0.69	0.79	0.88	0.98	0.97	0.82	0.78	0.76	0.86	0.98	0.84	0.96	1.00	1.00	0.75	1.00	0.82	0.22
JXMV01066011.1	564	0.79	0.97	0.95	0.63	0.93	0.99	0.86	0.94	0.94	0.80	0.95	0.91	0.81	0.96	0.98	0.88	1.00	0.96	0.98	0.89	0.97	1.00
JXMV01066011.1	569	0.39	0.74	0.81	0.66	0.62	1.00	0.82	0.56	0.66	0.78	0.75	0.69	0.79	0.87	0.83	0.67	1.00	0.98	0.95	0.94	0.78	0.83
JXMV01066011.1	587	0.61	0.74	0.81	0.89	0.99	1.00	0.80	0.81	0.94	0.74	0.97	0.96	0.85	0.83	0.94	0.78	0.90	0.87	0.94	0.81	0.94	0.38
JXMV01066033.1	55	0.33	0.16	0.16	0.26	0.11	0.27	0.32	0.58	0.30	0.17	0.16	0.14	0.56	0.48	0.14	0.17	0.00	0.04	0.30	0.25	0.06	0.00
JXMV01066033.1	111	0.05	0.30	0.24	0.00	0.50	0.03	0.00	0.01	0.01	0.28	0.21	0.04	0.05	0.29	0.02	0.34	0.00	0.00	0.04	0.54	0.33	0.06
JXMV01066046.1	859	0.89	0.79	0.81	0.80	0.66	1.00	0.91	0.88	0.66	0.91	0.82	0.70	0.79	0.97	0.79	0.68	0.19	0.79	0.93	1.00	0.84	0.56
JXMV01066046.1	876	0.74	0.91	0.63	0.48	0.88	1.00	0.58	0.76	0.59	0.77	0.81	0.57	0.78	0.74	0.70	0.60	0.81	0.99	0.85	0.90	0.86	1.00
JXMV01066403.1	100	0.05	0.03	0.15	0.10	0.24	0.00	0.03	0.00	0.17	0.00	0.00	0.12	0.04	0.00	0.05	0.05	0.00	0.04	0.03	0.00	0.05	0.00
JXMV01066468.1	143	0.00	0.28	0.00	0.00	0.35	0.03	0.00	0.01	0.01	0.27	0.08	0.03	0.01	0.00	0.01	0.33	0.00	0.00	0.02	0.03	0.34	0.75
JXMV01066469.1	1149	0.05	0.24	0.20	0.02	0.36	0.05	0.02	0.07	0.16	0.50	0.46	0.13	0.23	0.02	0.04	0.33	0.00	0.03	0.07	0.10	0.26	0.98
JXMV01066469.1	1205	0.17	0.04	0.00	0.11	0.04	0.34	0.23	0.48	0.08	0.00	0.04	0.04	0.04	0.02	0.02	0.00	0.00	0.04	0.02	0.00	0.01	0.00
JXMV01066757.1	1144	0.80	0.88	0.86	0.89	0.93	0.80	0.71	0.79	0.55	0.86	0.94	0.81	0.91	0.83	0.88	0.73	0.22	0.94	0.80	0.81	0.80	1.00
JXMV01066757.1	1152	0.76	0.83	0.78	0.56	0.79	0.80	0.73	0.79	0.60	0.80	0.86	0.79	0.92	0.76	0.86	0.83	0.22	0.86	0.80	0.81	0.72	1.00
JXMV01066910.1	437	0.40	0.38	0.49	0.04	0.00	1.00	0.00	0.28	0.80	0.27	0.56	0.10	0.12	0.08	0.34	0.16	1.00	0.00	0.05	1.00	0.14	1.00
JXMV01066910.1	442	0.73	0.76	0.99	0.04	0.70	1.00	1.00	0.61	0.81	0.27	1.00	1.00	1.00	0.56	0.99	1.00	0.00	1.00	1.00	0.00	0.38	1.00
JXMV01066910.1	446	0.52	0.76	0.97	0.04	0.70	1.00	1.00	0.44	0.73	0.27	0.99	0.98	1.00	0.53	0.70	1.00	1.00	1.00	1.00	0.00	0.47	1.00
JXMV01066910.1	467	0.55	0.67	0.97	0.04	0.41	1.00	0.07	0.17	0.71	0.50	1.00	0.89	0.17	0.63	0.73	0.19	1.00	0.99	0.57	1.00	0.47	0.00
JXMV01066965.1	1193	0.94	0.94	0.98	0.97	0.89	0.97	0.73	0.88	0.67	0.81	0.74	0.92	0.79	0.73	0.78	0.50	0.04	0.49	0.83	0.78	0.85	1.00
JXMV01066979.1	792	0.89	0.93	0.90	0.76	0.92	0.90	0.83	0.84	0.88	0.91	0.92	0.86	0.91	0.88	0.89	0.92	0.73	0.88	0.83	0.72	0.89	0.79
JXMV01066979.1	827	0.85	0.90	0.84	0.83	0.82	0.91	0.88	0.80	0.81	0.82	0.87	0.83	0.86	0.84	0.93	0.90	0.69	0.86	0.89	0.60	0.85	0.68
JXMV01066979.1	839	0.90	0.97	0.95	1.00	0.94	0.96	0.97	0.95	0.91	0.94	0.92	0.95	0.95	0.95	0.98	0.95	1.00	0.88	0.95	0.87	0.94	1.00
JXMV01067063.1	616	0.11	0.09	0.14	0.03	0.20	0.19	0.12	0.08	0.23	0.41	0.23	0.13	0.20	0.17	0.14	0.22	0.02	0.14	0.26	0.11	0.09	0.00
JXMV01067258.1	121	0.14	0.00	0.00	0.02	0.07	0.02	0.04	0.86	0.07	0.00	0.67	0.08	0.00	0.37	0.00	0.05	0.02	0.05	0.10	0.00	0.26	0.08
JXMV01067258.1	169	0.33	0.60	0.47	0.01	0.32	0.00	0.07	0.22	0.01	0.28	0.58	0.49	0.33	0.24	0.61	0.13	0.63	0.09	0.71	0.42	0.33	0.00
JXMV01067299.1	842	0.06	0.19	0.06	0.56	0.03	0.12	0.16	0.08	0.02	0.19	0.07	0.20	0.32	0.24	0.18	0.06	0.00	0.50	0.26	0.20	0.12	0.00
JXMV01067299.1	1019	0.02	0.12	0.06	0.02	0.01	0.06	0.03	0.03	0.03	0.05	0.00	0.01	0.02	0.03	0.02	0.03	0.00	0.02	0.06	0.00	0.12	0.04
JXMV01067299.1	1020	0.02	0.50	0.25	0.01	0.11	0.12	0.30	0.01	0.14	0.07	0.47	0.01	0.13	0.22	0.40	0.13	0.01	0.22	0.11	0.18	0.24	0.02
JXMV01067302.1	90	0.02	0.09	0.03	0.04	0.02	0.00	0.00	0.03	0.01	0.31	0.00	0.01	0.23	0.08	0.03	0.02	0.00	0.52	0.03	0.04	0.05	0.14
JXMV01067385.1	480	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01067385.1	518	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.02	0.00
JXMV01067385.1	527	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JXMV01067385.1	530	0.00	0.00	0.05	0.00	0.00	0.00	0.10	0.57	0.00	0.00	0.00	0.00	0.00	0.10	0.11	0.00	0.00	0.02	0.00	0.00	0.00	0.00
JXMV01067385.1	531	0.01	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.10	0.00	0.21	0.05	0.23	0.00	0.07	0.00	0.25	0.00	0.17	0.00	0.00	0.00
KN805525.1	307341	0.22	0.08	0.00	0.00	0.11	0.00	0.00	0.00	0.20	0.07	0.05	0.15	0.03	0.03	0.28	0.12	1.00	0.75	0.14	0.00	0.27	1.00
KN805525.1	448845	1.00	1.00	0.78	0.72	0.93	1.00	0.81	0.99	0.40	0.86	0.98	0.76	0.96	1.00	0.97	1.00	1.00	0.98	0.72	0.76	0.88	1.00
KN805525.1	642014	0.70	0.67	0.75	1.00	0.94	0.97	1.00	0.57	0.80	0.95	0.73	0.97	0.84	0.60	0.65	0.78	1.00	1.00	0.92	0.48	0.88	0.34
KN805525.1	642042	0.88	0.99	0.80	0.74	0.77	1.00	0.98	0.94	0.65	1.00	0.83	0.67	0.97	0.99	0.98	1.00	1.00	1.00	0.73	1.00	0.87	1.00
KN805525.1	642043	0.76	0.82	0.95	1.00	0.98	0.98	0.97	0.79	0.88	0.98	0.95	0.88	0.93	0.78	0.95	0.67	1.00	0.80	0.92	0.88	0.90	0.52
KN805525.1	642058	0.75	0.96	0.97	0.83	1.00	1.00	1.00	0.99	0.93	0.98	0.95	0.76	0.61	0.89	0.90	0.33	1.00	1.00	0.92	0.95	0.94	1.00
KN805525.1	642059	0.73	0.80	0.84	1.00	0.64	0.97	0.85	0.69	0.75	0.93	0.83	0.74	0.92	0.62	0.75	0.75	1.00	0.43	0.68	0.69	0.81	0.51
KN805525.1	785379	0.11	0.00	0.01	0.01	0.20	0.00	0.12	0.00	0.07	0.44	0.00	0.00	0.01	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.01
KN805525.1	785434	0.00	0.21	0.00	0.00	0.00	0.00	0.01	0.25	0.02	0.00	0.02	0.06	0.05	0.00	0.14	0.12	0.00	0.00	0.06	0.00	0.00	0.00
KN805525.1	829921	0.00	0.00	0.65	0.00	0.00	0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.34	0.00	0.00	0.00	0.00	0.00	0.05	0.00
KN805525.1	829935	0.13	0.00	0.00	0.00	0.00	0.56	0.00	0.00	0.42	0.43	0.00	0.28	0.00	0.31	0.19	0.00	0.00	0.00	0.00	0.40	0.05	0.00
KN805525.1	830013	0.17	0.00	0.65	0.00	0.47	0.59	0.00	0.00	0.86	0.00	0.00	0.00	0.03	0.15	0.41	0.05	0.00	0.00	0.00	0.00	0.05	0.00
KN805525.1	830019	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	1133330	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00
KN805525.1	1144829	0.00	0.19	0.11	0.09	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.03	0.05	0.06	0.00	0.00	0.00	1.00	0.06	0.00	0.04	0.00
KN805525.1	1144833	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	1144875	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN805525.1	1305794	0.12	0.00	0.23	0.00	0.01	0.00	0.01	0.00	0.10	0.16	0.00	0.34	0.00	0.00	0.00	0.00	1.00	0.00	0.01	0.00	0.14	0.00
KN805525.1	1700108	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00
KN805525.1	1700114	0.14	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	1700119	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	1700139	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	1700156	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	1700280	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.04	0.00
KN805525.1	1700282	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	1700284	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	1700293	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN805525.1	1700308	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN805525.1	1804590	0.01	0.00	0.00	0.00	0.00	0.11	0.00	0.11	0.00	0.16	0.03	0.01	0.00	0.03	0.06	0.01	0.00	0.00	0.02	0.02	0.00	0.00
KN805525.1	1858984	0.04	0.00	0.00	0.00	0.03	0.20	0.02	0.00	0.00	0.12	0.21	0.00	0.04	0.02	0.01	0.33	0.00	0.00	0.00	0.00	0.05	0.22
KN805525.1	1956880	0.29	0.37	0.04	0.60	0.06	0.00	0.01	0.02	0.06	0.08	0.20	0.25	0.42	0.49	0.32	0.23	0.00	0.87	0.07	0.03	0.10	0.26
KN805525.1	2130534	0.00	0.00	0.00	0.21	0.06	0.00	0.34	0.27	0.11	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.05	0.00	0.00	0.00
KN805525.1	2130609	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	2130614	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	2230138	0.00	0.00	0.00	0.00	0.22	0.01	0.00	0.00	0.00	0.31	0.01	0.19	0.00	0.28	0.60	0.09	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	2230144	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	2230153	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	2230155	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	2230157	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.25	0.00	0.01
KN805525.1	2230168	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	2268117	0.14	0.00	0.00	0.00	0.00	0.00	0.01	0.19	0.00	0.79	0.00	0.00	0.00	0.63	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	2304511	0.00	0.12	0.09	0.00	0.06	0.00	0.16	0.00	0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00
KN805525.1	2304514	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	2304522	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	2304530	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.01	0.00
KN805525.1	2304566	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	2304582	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.01	0.01	0.00	0.04	0.01	0.00	0.00	0.00
KN805525.1	2326437	0.00	0.20	0.09	0.02	0.11	0.00	0.31	0.15	0.00	0.07	0.11	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.11	0.32	0.12	0.00
KN805525.1	2326479	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	2326490	0.03	0.00	0.22	0.01	0.09	0.01	0.00	0.00	0.46	0.00	0.13	0.01	0.01	0.02	0.02	0.00	0.00	0.00	0.00	0.02	0.08	0.00
KN805525.1	2711238	0.64	0.96	0.69	0.50	0.69	0.98	0.28	0.50	0.59	0.68	0.80	0.73	0.58	0.87	0.68	0.78	0.97	0.52	0.43	0.86	0.80	0.93
KN805525.1	2730606	0.03	0.42	0.24	0.16	0.17	0.00	0.19	0.04	0.30	0.46	0.27	0.27	0.22	0.08	0.26	0.34	0.10	0.63	0.10	0.03	0.29	0.00
KN805525.1	3004920	0.00	0.28	0.00	0.00	0.00	0.00	0.00	0.01	0.17	0.00	0.10	0.00	0.00	0.00	0.17	0.16	0.00	0.01	0.00	0.02	0.04	0.00
KN805525.1	3004927	0.23	0.30	0.27	0.00	0.20	0.00	0.32	0.41	0.00	0.00	0.11	0.00	0.00	0.28	0.00	0.31	1.00	0.00	0.00	0.00	0.04	0.01
KN805525.1	3004941	0.00	0.29	0.00	0.00	0.11	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.36	0.00	0.04	0.01
KN805525.1	3004975	0.00	0.00	0.00	0.24	0.24	0.00	0.00	0.48	0.00	0.02	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.30	0.23	0.00	0.00
KN805525.1	3004986	0.20	0.40	0.19	0.00	0.59	0.00	1.00	0.22	0.27	0.00	0.07	0.00	0.00	0.21	0.18	0.49	0.00	1.00	0.09	0.23	0.33	0.00
KN805525.1	3004990	0.00	0.00	0.00	0.55	0.47	0.00	0.00	0.02	0.18	0.00	0.22	0.00	0.56	0.21	0.18	0.15	1.00	0.00	0.09	0.20	0.46	0.01
KN805525.1	3135218	0.67	0.93	0.75	0.78	0.70	0.06	0.33	0.76	0.47	0.67	0.89	0.97	0.99	0.95	0.92	0.94	0.82	1.00	0.76	0.64	0.99	0.80
KN805525.1	3214004	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	3214008	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	3214021	0.00	0.02	0.00	0.10	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00
KN805525.1	3214026	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	3214028	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN805525.1	3214036	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	3838167	0.50	0.87	0.73	0.90	0.87	0.89	0.72	0.75	0.72	0.68	0.71	0.84	0.57	0.79	0.69	0.53	0.00	0.86	0.81	0.00	0.91	0.05
KN805525.1	3867253	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	3867262	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	3940156	0.13	0.21	0.00	0.00	0.03	0.00	0.01	0.01	0.12	0.11	0.00	0.01	0.00	0.17	0.10	0.18	0.00	0.02	0.02	0.01	0.05	0.02
KN805525.1	4051971	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	4051974	0.00	0.00	0.11	0.00	0.14	0.00	0.22	0.17	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN805525.1	4177717	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	4771154	0.27	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN805525.1	4771157	0.00	0.00	0.01	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN805525.1	4771165	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	0.00	0.00
KN805525.1	4771172	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN805525.1	4771180	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN805525.1	4771187	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	1.00
