chr	pos	N_5-N1	N_5-N2	N_5-N3	S_5-S3	S_5-S4	S_5-S2	S_5-S1
KN805525.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805525.1:1:6356336:1 REF	4879767	1.00	0.90	1.00	0.95	0.90	0.98	1.00
KN805525.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805525.1:1:6356336:1 REF	5227713	0.90	0.66	0.96	0.96	0.99	0.98	1.00
KN805525.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805525.1:1:6356336:1 REF	5227726	0.90	0.53	0.72	1.00	0.99	0.88	1.00
KN805525.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805525.1:1:6356336:1 REF	5227732	1.00	0.99	1.00	0.96	1.00	0.98	1.00
KN805525.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805525.1:1:6356336:1 REF	5227758	0.90	0.82	1.00	0.96	1.00	0.98	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	1759008	0.44	0.60	0.86	0.72	0.93	0.67	0.58
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	2470575	1.00	0.93	1.00	0.34	1.00	1.00	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	2470594	0.88	0.83	0.97	1.00	0.91	0.70	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	2470597	1.00	0.80	1.00	0.93	0.95	0.98	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	2470599	1.00	0.67	0.90	1.00	0.77	0.98	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	2470605	1.00	0.90	0.90	1.00	1.00	0.94	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	2470607	0.68	0.63	1.00	0.97	0.41	0.87	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	2470616	1.00	0.90	1.00	0.95	0.90	0.98	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	3180914	0.91	0.71	0.86	1.00	0.76	0.18	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	3180935	0.87	0.55	1.00	0.97	0.89	0.69	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	3180938	0.87	0.70	0.93	1.00	0.83	0.69	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	3180945	0.86	0.61	0.95	0.97	1.00	0.69	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	3180961	0.67	0.56	0.64	0.84	0.82	0.52	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	3429864	1.00	1.00	1.00	0.98	1.00	0.94	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	3429867	1.00	0.95	1.00	0.87	0.97	1.00	0.97
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	3429878	0.96	0.95	1.00	1.00	1.00	1.00	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	3429898	0.99	0.93	1.00	0.93	1.00	1.00	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	3429902	0.69	0.95	0.87	0.96	0.99	1.00	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	3430227	0.99	0.98	0.99	0.32	0.61	0.68	0.82
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	3951454	1.00	0.94	0.95	1.00	0.89	1.00	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	3951474	0.90	0.88	0.95	1.00	0.90	1.00	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	4822036	0.81	0.71	1.00	1.00	0.94	0.13	0.22
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	5866064	0.98	0.97	0.67	1.00	0.98	0.98	0.99
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	5866086	1.00	1.00	1.00	1.00	0.65	1.00	1.00
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	5866531	0.84	0.78	0.94	0.76	0.80	0.97	0.86
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	5866538	0.94	0.96	1.00	0.80	0.78	1.00	0.93
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	5866574	0.97	0.95	1.00	0.85	1.00	0.98	0.93
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	5866580	0.91	0.87	0.97	0.97	0.98	1.00	0.97
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	5866588	0.94	1.00	0.95	0.83	0.94	0.95	0.94
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	5974150	0.75	0.58	0.64	0.75	0.85	0.75	0.58
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	5974178	0.50	0.73	0.65	0.67	0.66	0.50	0.83
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	5974202	0.65	0.76	0.62	0.47	0.75	0.56	0.54
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	5974214	0.83	0.85	0.78	0.56	0.91	0.74	0.83
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	5974220	0.88	0.89	0.76	0.75	0.91	0.89	0.95
KN805526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805526.1:1:6250690:1 REF	5974228	0.85	0.86	0.76	0.62	0.82	0.78	0.79
KN805527.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805527.1:1:4057079:1 REF	2699399	1.00	0.91	0.92	1.00	0.81	0.90	1.00
KN805527.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805527.1:1:4057079:1 REF	2699420	0.82	0.48	0.73	0.93	0.75	0.92	0.74
KN805527.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805527.1:1:4057079:1 REF	2699426	0.79	0.62	0.97	1.00	0.98	0.92	0.95
KN805527.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805527.1:1:4057079:1 REF	2699551	0.95	0.98	0.88	0.85	0.98	0.85	0.46
KN805527.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805527.1:1:4057079:1 REF	2699583	0.97	0.90	0.92	0.90	0.96	0.64	0.69
KN805527.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805527.1:1:4057079:1 REF	2699585	0.95	0.98	0.88	0.95	0.98	0.83	0.85
KN805527.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805527.1:1:4057079:1 REF	2699590	0.95	0.96	0.93	0.80	0.93	0.82	0.85
KN805527.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805527.1:1:4057079:1 REF	2699596	1.00	0.98	0.97	0.83	0.98	0.91	0.92
KN805528.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805528.1:1:4046421:1 REF	1107973	0.98	0.84	0.88	0.86	0.87	0.90	0.91
KN805528.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805528.1:1:4046421:1 REF	1107994	0.90	0.80	0.82	0.78	0.69	0.75	0.71
KN805528.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805528.1:1:4046421:1 REF	1108000	0.88	0.94	0.95	0.95	0.95	0.81	1.00
KN805528.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805528.1:1:4046421:1 REF	1108008	0.79	0.79	0.76	0.63	0.73	0.94	1.00
KN805528.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805528.1:1:4046421:1 REF	1134141	0.89	0.26	0.45	0.36	0.55	0.46	1.00
KN805529.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805529.1:1:785215:1 REF	227288	0.55	0.29	0.82	1.00	0.88	1.00	1.00
KN805530.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805530.1:1:807053:1 REF	453250	0.77	0.69	0.73	0.82	0.61	0.95	0.92
KN805531.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805531.1:1:820996:1 REF	91890	0.67	0.75	0.88	0.58	0.77	0.78	1.00
KN805533.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805533.1:1:798570:1 REF	151121	1.00	1.00	0.89	1.00	0.80	0.94	1.00
KN805533.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805533.1:1:798570:1 REF	151133	1.00	1.00	0.87	1.00	1.00	0.60	1.00
KN805534.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805534.1:1:830144:1 REF	731527	0.94	0.95	0.64	1.00	1.00	0.61	1.00
KN805535.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805535.1:1:799646:1 REF	414192	0.73	0.89	0.91	0.79	0.88	0.95	0.30
KN805535.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805535.1:1:799646:1 REF	480373	0.68	0.80	0.75	0.15	0.67	0.65	0.63
KN805535.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805535.1:1:799646:1 REF	480843	1.00	0.83	0.88	0.90	0.90	1.00	0.80
KN805535.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805535.1:1:799646:1 REF	480849	1.00	1.00	0.81	1.00	0.95	0.93	1.00
KN805535.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805535.1:1:799646:1 REF	722279	1.00	0.88	0.77	0.97	0.84	1.00	1.00
KN805535.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805535.1:1:799646:1 REF	722281	0.95	0.96	0.77	0.69	0.88	0.22	1.00
KN805535.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805535.1:1:799646:1 REF	722290	0.91	0.89	0.69	1.00	0.98	1.00	1.00
KN805535.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805535.1:1:799646:1 REF	722299	0.96	0.54	0.92	1.00	1.00	0.93	1.00
KN805541.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805541.1:1:869461:1 REF	149802	0.63	0.55	0.90	0.89	0.80	0.88	1.00
KN805541.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805541.1:1:869461:1 REF	492721	0.53	0.68	0.16	0.45	0.87	0.70	0.50
KN805541.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805541.1:1:869461:1 REF	649966	1.00	0.81	0.91	0.88	0.66	0.79	1.00
KN805541.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805541.1:1:869461:1 REF	649983	0.74	0.78	0.84	0.72	0.69	0.75	1.00
KN805543.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805543.1:1:790514:1 REF	51802	0.89	0.80	0.91	1.00	0.97	0.97	1.00
KN805543.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805543.1:1:790514:1 REF	395925	0.46	0.97	0.76	0.60	0.93	0.87	0.26
KN805545.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805545.1:1:869589:1 REF	129085	0.72	0.59	0.52	0.67	0.80	0.54	0.35
KN805545.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805545.1:1:869589:1 REF	850727	0.97	0.90	0.92	1.00	0.90	1.00	0.73
KN805545.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805545.1:1:869589:1 REF	850735	0.95	0.94	0.85	0.90	0.93	0.87	0.91
KN805549.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805549.1:1:778336:1 REF	381279	0.91	0.87	0.92	0.93	0.95	0.98	1.00
KN805549.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805549.1:1:778336:1 REF	381286	0.68	0.72	0.84	0.75	0.81	0.77	0.73
KN805550.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805550.1:1:814711:1 REF	666462	0.94	1.00	0.80	0.55	0.77	0.89	0.62
KN805550.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805550.1:1:814711:1 REF	666467	0.94	0.85	1.00	0.55	0.97	0.86	1.00
KN805550.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805550.1:1:814711:1 REF	695522	0.68	0.75	0.96	0.58	0.62	0.78	1.00
KN805551.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805551.1:1:767873:1 REF	300523	0.17	0.43	0.95	0.79	0.91	1.00	0.95
KN805551.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805551.1:1:767873:1 REF	471185	0.95	0.94	0.58	0.71	0.95	0.70	0.91
KN805551.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805551.1:1:767873:1 REF	471187	0.92	1.00	0.75	0.93	0.98	1.00	0.91
KN805551.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805551.1:1:767873:1 REF	471196	0.90	0.88	0.67	0.87	0.95	1.00	1.00
KN805551.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805551.1:1:767873:1 REF	524662	1.00	0.98	0.46	0.97	1.00	0.14	0.93
KN805551.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805551.1:1:767873:1 REF	524695	0.91	0.55	0.85	0.99	1.00	0.24	1.00
KN805551.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805551.1:1:767873:1 REF	524703	0.60	0.54	0.69	0.96	0.90	0.14	1.00
KN805551.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805551.1:1:767873:1 REF	524707	0.73	0.54	0.77	0.96	0.94	0.14	1.00
KN805551.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805551.1:1:767873:1 REF	757479	0.40	0.82	0.27	0.61	0.87	0.88	0.60
KN805553.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805553.1:1:796417:1 REF	203892	0.88	0.82	0.63	0.80	0.96	0.71	1.00
KN805553.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805553.1:1:796417:1 REF	282208	0.66	0.78	0.56	0.42	0.88	0.52	0.48
KN805553.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805553.1:1:796417:1 REF	282224	0.75	0.92	1.00	0.50	0.93	0.45	0.43
KN805553.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805553.1:1:796417:1 REF	282253	0.68	0.85	0.98	0.46	0.67	0.57	1.00
KN805554.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805554.1:1:822750:1 REF	210480	0.55	0.90	0.58	0.92	0.77	0.57	0.50
KN805555.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805555.1:1:784597:1 REF	91089	0.67	0.75	0.94	0.60	0.63	0.78	1.00
KN805555.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805555.1:1:784597:1 REF	264763	0.92	0.62	0.96	0.75	0.54	0.93	1.00
KN805557.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805557.1:1:744425:1 REF	113599	0.51	0.57	0.53	0.70	0.79	0.64	0.68
KN805558.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805558.1:1:751330:1 REF	463975	1.00	0.77	1.00	1.00	1.00	1.00	1.00
KN805558.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805558.1:1:751330:1 REF	463991	1.00	0.77	0.73	1.00	1.00	1.00	1.00
KN805559.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805559.1:1:825163:1 REF	23330	0.47	0.85	0.45	0.65	0.93	1.00	1.00
KN805559.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805559.1:1:825163:1 REF	23332	1.00	0.79	0.16	0.82	1.00	1.00	1.00
KN805559.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805559.1:1:825163:1 REF	23338	1.00	0.78	0.51	0.82	0.79	1.00	1.00
KN805559.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805559.1:1:825163:1 REF	23340	1.00	0.88	0.97	1.00	0.93	1.00	1.00
KN805559.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805559.1:1:825163:1 REF	23343	1.00	0.56	1.00	0.94	0.50	0.46	1.00
KN805559.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805559.1:1:825163:1 REF	23362	1.00	0.88	0.20	0.71	1.00	1.00	0.92
KN805559.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805559.1:1:825163:1 REF	99769	0.69	0.78	0.57	0.38	0.88	0.52	0.52
KN805559.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805559.1:1:825163:1 REF	99785	0.74	0.92	1.00	0.46	0.93	0.45	0.48
KN805559.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805559.1:1:825163:1 REF	99814	0.69	0.85	0.98	0.50	0.66	0.57	1.00
KN805559.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805559.1:1:825163:1 REF	264142	0.63	0.32	0.64	0.26	0.91	0.90	1.00
KN805561.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805561.1:1:889394:1 REF	393127	0.67	0.75	0.94	0.60	0.63	0.78	1.00
KN805561.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805561.1:1:889394:1 REF	704595	0.22	0.67	0.84	0.57	0.85	0.44	0.68
KN805562.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805562.1:1:763238:1 REF	5134	0.80	0.95	0.87	0.81	0.96	0.81	1.00
KN805562.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805562.1:1:763238:1 REF	5140	0.67	0.88	0.87	0.89	1.00	0.91	1.00
KN805562.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805562.1:1:763238:1 REF	5159	0.75	0.97	0.80	0.78	0.87	1.00	1.00
KN805562.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805562.1:1:763238:1 REF	5173	0.60	0.73	0.73	0.79	0.70	0.81	1.00
KN805562.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805562.1:1:763238:1 REF	333475	1.00	1.00	0.99	1.00	0.80	0.92	1.00
KN805563.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805563.1:1:776558:1 REF	583999	0.97	0.68	0.97	0.12	1.00	1.00	0.94
KN805563.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805563.1:1:776558:1 REF	584002	1.00	0.69	1.00	0.12	0.28	1.00	0.92
KN805567.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805567.1:1:773761:1 REF	524115	1.00	1.00	1.00	1.00	1.00	0.49	1.00
KN805567.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805567.1:1:773761:1 REF	524122	1.00	1.00	1.00	1.00	1.00	0.49	1.00
KN805567.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805567.1:1:773761:1 REF	524132	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN805567.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805567.1:1:773761:1 REF	524140	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN805567.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805567.1:1:773761:1 REF	646790	0.97	0.85	0.86	0.79	0.54	1.00	0.92
KN805569.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805569.1:1:817884:1 REF	286525	0.76	0.45	0.77	0.64	0.38	0.43	0.71
KN805569.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805569.1:1:817884:1 REF	566955	0.68	0.72	0.60	0.71	0.84	0.58	0.78
KN805570.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805570.1:1:712111:1 REF	303161	0.61	1.00	0.83	0.88	0.91	0.79	1.00
KN805571.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805571.1:1:727099:1 REF	42158	0.96	0.44	0.59	0.78	0.85	0.60	1.00
KN805571.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805571.1:1:727099:1 REF	258378	1.00	0.49	0.31	1.00	0.18	0.88	1.00
KN805571.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805571.1:1:727099:1 REF	258399	0.79	0.53	0.96	1.00	0.27	1.00	1.00
KN805571.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805571.1:1:727099:1 REF	258407	0.41	0.93	0.38	0.85	0.27	1.00	1.00
KN805571.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805571.1:1:727099:1 REF	449145	0.86	0.90	0.95	0.79	0.97	1.00	1.00
KN805571.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805571.1:1:727099:1 REF	449174	0.91	0.81	1.00	0.71	0.99	1.00	1.00
KN805573.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805573.1:1:788298:1 REF	733742	1.00	0.95	0.84	0.82	0.94	0.90	0.88
KN805573.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805573.1:1:788298:1 REF	733747	0.94	0.95	0.89	0.71	1.00	0.80	1.00
KN805573.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805573.1:1:788298:1 REF	733749	0.83	0.89	0.74	0.71	0.88	0.80	0.74
KN805573.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805573.1:1:788298:1 REF	733781	0.90	0.95	0.74	0.68	0.75	0.91	0.90
KN805573.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805573.1:1:788298:1 REF	733907	0.92	0.94	0.93	1.00	0.97	0.75	0.85
KN805573.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805573.1:1:788298:1 REF	733913	0.75	0.94	0.73	0.27	0.43	0.83	0.85
KN805575.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805575.1:1:752366:1 REF	138658	0.84	0.50	0.88	0.76	0.90	0.92	0.86
KN805575.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805575.1:1:752366:1 REF	138665	0.94	0.97	1.00	0.80	0.86	1.00	0.93
KN805575.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805575.1:1:752366:1 REF	138689	0.86	0.75	0.88	0.89	0.87	0.92	0.86
KN805575.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805575.1:1:752366:1 REF	138701	0.97	0.96	1.00	0.88	1.00	1.00	0.93
KN805575.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805575.1:1:752366:1 REF	138707	0.91	0.87	0.94	0.97	0.97	1.00	0.97
KN805575.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805575.1:1:752366:1 REF	138715	0.94	1.00	0.88	0.87	0.89	0.85	0.93
KN805575.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805575.1:1:752366:1 REF	138732	0.89	0.79	0.96	0.95	0.87	0.97	0.87
KN805575.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805575.1:1:752366:1 REF	138752	0.92	0.74	0.78	0.91	0.89	0.87	0.87
KN805575.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805575.1:1:752366:1 REF	138803	0.41	0.37	0.43	0.13	0.71	0.79	0.57
KN805575.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805575.1:1:752366:1 REF	138825	0.92	0.93	0.87	0.60	0.98	1.00	0.83
KN805575.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805575.1:1:752366:1 REF	138838	0.92	1.00	0.91	0.98	0.98	0.97	0.91
KN805575.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805575.1:1:752366:1 REF	138841	0.96	0.93	0.91	0.60	0.95	1.00	0.91
KN805575.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805575.1:1:752366:1 REF	138920	0.97	0.95	0.93	0.95	0.98	0.93	1.00
KN805577.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN805577.1:1:753928:1 REF	426807	0.73	0.79	0.75	0.80	0.93	0.45	0.98
